Disease,Symptom
C1456784,C0085631
C1456784,C0022107
C1456784,C0424068
C1456784,C0424000
C1456784,C0438696
C1456784,C0558261
C1456784,C0233647
C1456784,C0237154
C1456784,C0455769
C1456784,C0344315
C1456784,C0231187
C1456784,C0008767
C1456784,C0312422
C1456784,C0240233
C0030305,C0042963
C0030305,C0000737
C0030305,C0027497
C0030305,C0030193
C0030305,C0011991
C0030305,C0241252
C0030305,C0424790
C0030305,C0277797
C0030305,C0234233
C0021167,C0221166
C0021167,C0036572
C0021167,C0004093
C0021167,C0150045
C0021167,C0041657
C0021167,C0236018
C0021167,C0554980
C0021167,C0877040
C0021167,C0040822
C0021167,C0037763
C0021167,C0847488
C0021167,C0039070
C0021167,C0085639
C0021167,C0427008
C0021167,C0241526
C0013405,C0085619
C0013405,C0392680
C0013405,C0231807
C0013405,C0240100
C0013405,C0034642
C0013405,C0008031
C0013405,C0030252
C0013405,C0038990
C0013405,C0043094
C0013405,C0010200
C0013405,C0013404
C0019270,C0000737
C0019270,C0030193
C0019270,C0020578
C0019270,C0278141
C0019270,C0016927
C0019270,C0027497
C0019270,C0872410
C0019270,C0018991
C0019270,C0234233
C0019270,C0019080
C0019270,C0277797
C0019270,C0149696
C0019270,C0277899
C0019270,C0004093
C0019270,C0577559
C0019270,C0205400
C0376358,C0018965
C0376358,C0392699
C0376358,C0004093
C0376358,C0521516
C0376358,C0848621
C0376358,C0008033
C0376358,C0744492
C0376358,C0034642
C0376358,C0238844
C0376358,C0150045
C0376358,C0013428
C0376358,C0011991
C0376358,C0042571
C0376358,C0151878
C0376358,C0004134
C0376358,C0030552
C0376358,C0271202
C0376358,C1269955
C0376358,C0578150
C0376358,C0577559
C0376358,C0035508
C0376358,C0149746
C0376358,C0043096
C0034063,C0085606
C0034063,C0392680
C0034063,C0034642
C0034063,C0231835
C0034063,C0085619
C0034063,C0018862
C0034063,C0240100
C0034063,C0013404
C0034063,C0038990
C0034063,C0376405
C0034063,C0235710
C0034063,C0020461
C0034063,C0232201
C0034063,C0008031
C0034063,C0020649
C0034063,C0043144
C0024228,C0030193
C0024228,C0577559
C0024228,C0028081
C0024228,C0038002
C0024228,C0221198
C0024228,C0085593
C0024228,C0043096
C0024228,C0038999
C0024228,C0015967
C0024228,C0034880
C0024228,C0231890
C0024228,C0850149
C0024228,C0231872
C0024228,C0332575
C0024228,C0019209
C0024228,C0015672
C0003507,C0231807
C0003507,C0039070
C0003507,C0235710
C0003507,C0232257
C0003507,C0036396
C0003507,C0002962
C0003507,C0008031
C0003507,C0577979
C0003507,C0428977
C0003507,C0392680
C0003507,C0030193
C0006142,C0024103
C0006142,C0577559
C0006142,C0030554
C0006142,C0277845
C0006142,C0041834
C0006142,C1299586
C0006142,C0221198
C0006142,C0239301
C0006142,C0085624
C0006142,C0013404
C0006142,C0038999
C0006142,C0016579
C0036341,C0233762
C0036341,C0751229
C0036341,C0022107
C0036341,C0424068
C0036341,C0376405
C0036341,C0085631
C0036341,C0438696
C0036341,C0233481
C0036341,C0233763
C0036341,C0041667
C0036341,C0237154
C0012813,C0000737
C0012813,C0549483
C0012813,C0541911
C0012813,C0857199
C0012813,C0011991
C0012813,C0234233
C0012813,C0013428
C0012813,C0030193
C0012813,C0042963
C0012813,C0232201
C0012813,C0232488
C0012813,C0277797
C0012813,C0232498
C0012813,C0015967
C0012813,C1273573
C0012813,C0205400
C0012813,C0085606
C0012813,C0003123
C0012813,C0746619
C0012813,C0009806
C0546817,C0034642
C0546817,C0240100
C0546817,C0020461
C0546817,C0085619
C0546817,C0392680
C0546817,C0013144
C0546817,C0043094
C0546817,C0020621
C0546817,C0020649
C0546817,C0038999
C0546817,C0000731
C0030920,C0000737
C0030920,C0221166
C0030920,C0027497
C0030920,C0042963
C0030920,C0521516
C0030920,C0848168
C0030920,C0008031
C0030920,C0018991
C0030920,C0232517
C0030920,C0020175
C0030920,C0277797
C0030920,C0027769
C0029443,C0030193
C0029443,C0332575
C0029443,C0240813
C0029443,C0015967
C0029443,C0241705
C0029443,C0234233
C0029443,C0038999
C0029443,C0277797
C0029443,C0041834
C0029443,C0549483
C0029443,C0016512
C0029443,C0152032
C0017152,C0744740
C0017152,C0000737
C0017152,C0042963
C0017152,C0281825
C0017152,C0027497
C0017152,C0728899
C0017152,C0019080
C0017152,C0744492
C0017152,C0030193
C0017152,C0043096
C0017152,C0234233
C0017152,C0012833
C0004610,C0015967
C0004610,C0085593
C0004610,C0016382
C0004610,C0241526
C0004610,C0085632
C0004610,C1313921
C0004610,C0042963
C0004610,C0000731
C0004610,C0239981
C0004610,C0241157
C0004610,C0242453
C0004610,C0011991
C0004610,C0232498
C0004610,C0008033
C0004610,C0029053
C0004610,C0030232
C0035078,C0085619
C0035078,C0028961
C0035078,C0232854
C0035078,C0277794
C0035078,C0241526
C0035078,C0020649
C0035078,C0014394
C0035078,C0392680
C0035078,C0019080
C0035078,C0242453
C0035078,C0442739
C0035078,C0425251
C0035078,C0015672
C0002895,C1135120
C0002895,C0004604
C0002895,C0030193
C0002895,C0392680
C0002895,C1260880
C0002895,C0008031
C0002895,C0000737
C0002895,C0019214
C0002895,C0457097
C0002895,C0277797
C0002895,C0018681
C0018801,C0085619
C0018801,C0015672
C0018801,C0231807
C0018801,C0013404
C0018801,C0392680
C0018801,C0232258
C0018801,C0240100
C0018801,C0694547
C0018801,C0020649
C0018801,C0002962
C0018801,C0086439
C0041912,C0010200
C0041912,C0242429
C0041912,C0043144
C0041912,C0392680
C0041912,C0553668
C0041912,C0015967
C0041912,C0848340
C0041912,C0850149
C0041912,C1260880
C0041912,C0085632
C0041912,C0231872
C0041912,C0234866
C0041912,C0521516
C0041912,C0008033
C0041912,C0028081
C0041912,C0013404
C0041912,C0239134
C0041912,C0029053
C0041912,C0035508
C0041912,C0425488
C0041912,C0277797
C0041912,C0237304
C0041912,C0264273
C0041912,C0743482
C0041912,C0871754
C0041912,C1511606
C0041912,C0436331
C0041912,C0578150
C0019158,C0003962
C0019158,C0233308
C0019158,C0231835
C0019158,C0000737
C0019158,C0033774
C0019158,C0003123
C0019158,C1096646
C0019158,C0221151
C0019158,C0085593
C0019158,C0476273
C0019158,C0015967
C0019158,C0042963
C0020542,C0392680
C0020542,C0271276
C0020542,C0581911
C0020542,C0238844
C0020542,C0151315
C0020542,C0231807
C0020542,C0010520
C0020542,C0020649
C0020542,C0238705
C0011168,C0030554
C0011168,C0231690
C0011168,C0013362
C0011168,C0221150
C0011168,C0019825
C0011168,C0038450
C0011168,C0037763
C0011168,C0004093
C0011168,C0234979
C0011168,C0004134
C0011168,C1321756
C0011168,C0043096
C0011168,C0427008
C0011168,C0221198
C0011168,C0748706
C0018099,C0600142
C0018099,C0030193
C0018099,C0332575
C0018099,C0038999
C0018099,C0041834
C0018099,C0743482
C0018099,C0234233
C0018099,C0086439
C0018099,C0003962
C0018099,C0376405
C0040034,C0013491
C0040034,C0085702
C0040034,C0032781
C0040034,C0019080
C0040034,C0231835
C0040034,C0015967
C0040034,C0033774
C0040034,C0020649
C0040034,C0015672
C0020615,C0241526
C0020615,C0020672
C0020615,C0542044
C0020615,C0151878
C0020615,C0311395
C0020615,C0041657
C0020615,C0392162
C0020615,C0032617
C0020615,C0476273
C0020615,C0020649
C0032290,C0264576
C0032290,C0015967
C0032290,C0009024
C0032290,C0856054
C0032290,C0029053
C0032290,C0241526
C0032290,C0277794
C0032290,C0085628
C0032290,C0036572
C0032290,C1096646
C0032290,C0018991
C0032290,C0010200
C0032290,C0232517
C0032290,C0030193
C0032290,C0011991
C0032290,C0000737
C0009319,C0015967
C0009319,C0205400
C0009319,C0457097
C0009319,C0042963
C0009319,C0027498
C0009319,C0541798
C0009319,C0030193
C0009319,C0027497
C0009319,C0085593
C0009319,C0232726
C0009319,C0150045
C0009319,C0000737
C0009319,C0578150
C1510475,C1167754
C1510475,C0009806
C1510475,C0549483
C1510475,C0744740
C1510475,C0220870
C1510475,C0011991
C1510475,C0019080
C1510475,C0030193
C1510475,C0221151
C1510475,C0232894
C1510475,C1511606
C1510475,C0003123
C1510475,C0027497
C1510475,C0424000
C1510475,C0150041
C0038663,C0233762
C0038663,C0917801
C0038663,C0438696
C0038663,C0424230
C0038663,C0424109
C0038663,C0235198
C0038663,C0234544
C0038663,C0233481
C0038663,C0015672
C0038663,C0040822
C0038663,C0740880
C0038663,C0085631
C0038663,C0241526
C0038663,C0312422
C0038663,C0424092
C0038663,C1299586
C0038663,C0022107
C0038663,C0234215
C0038663,C0013144
C0038663,C0016579
C0038663,C0041657
C0038663,C0015967
C0038663,C0010200
C0032305,C0457096
C0032305,C0006625
C0032305,C0085593
C0032305,C0043096
C0032305,C0239134
C0032305,C0231528
C0032305,C0011991
C0032305,C0151315
C0032305,C0239133
C0032305,C1384606
C0032305,C0020621
C0032305,C0231807
C0032305,C0149758
C0032305,C1096646
C0032305,C0850149
C0032305,C0018681
C0032305,C0857516
C0032305,C0233308
C0019163,C0233467
C0019163,C0231835
C0019163,C0457096
C0019163,C0221151
C0019163,C0576456
C0019163,C0000737
C0019163,C0232498
C0019163,C0558195
C0019163,C0859032
C0030567,C1321756
C0030567,C0085639
C0030567,C0427008
C0030567,C0424092
C0030567,C0085631
C0030567,C0018991
C0030567,C1299586
C0030567,C0241526
C0030567,C0039070
C0030567,C0427055
C0030567,C0149746
C0030567,C0233481
C0030567,C0013144
C0030567,C0018965
C0030567,C0040822
C0030567,C0028081
C0030567,C0577559
C0024299,C0221198
C0024299,C0015967
C0024299,C0221232
C0024299,C1096646
C0024299,C0043096
C0024299,C0004134
C0024299,C0040264
C0024299,C0020303
C0024299,C0429562
C0024299,C0019079
C0024299,C0015672
C0024299,C0085602
C0024299,C0241705
C0020456,C0234233
C0020456,C0033774
C0020456,C0235129
C0020456,C0241157
C0020456,C0332601
C0020456,C0043096
C0020456,C0344315
C0020456,C0239301
C0020456,C0043144
C0020456,C0003962
C0020456,C0036572
C0085584,C0242143
C0085584,C0232766
C0085584,C0019080
C0085584,C0013144
C0085584,C0424530
C0085584,C0872410
C0085584,C0236018
C0085584,C0270844
C0085584,C0742985
C0085584,C0239110
C0085584,C0241526
C0085584,C0205400
C0085584,C0086439
C0040961,C0392680
C0040961,C0030193
C0040961,C0042963
C0040961,C0027497
C0040961,C0428977
C0040961,C0000737
C0040961,C0015967
C0040961,C0008767
C0040961,C0264576
C0040961,C0338656
C0002395,C0013132
C0002395,C0085631
C0002395,C0028084
C0002395,C0035508
C0002395,C0239110
C0002395,C0235231
C0002395,C0425251
C0002395,C0871754
C0002395,C0234379
C0002395,C0020461
C0002395,C0427055
C0002395,C0541992
C0002395,C0231530
C0002395,C0558195
C0002395,C0040822
C0002395,C0010200
C0002395,C0015967
C0006840,C0011991
C0006840,C0242429
C0006840,C0043096
C0006840,C0085593
C0006840,C0018681
C0006840,C0232498
C0006840,C0376405
C0006840,C0085636
C0006840,C0028081
C0006840,C0221150
C0006840,C0149758
C0006840,C1096646
C0006840,C0850149
C0006840,C0559546
C0006840,C1291077
C0442874,C0004093
C0442874,C0028643
C0442874,C0027498
C0442874,C0541798
C0442874,C0020303
C0442874,C0429562
C0442874,C0231230
C0442874,C0232726
C0442874,C0030193
C0442874,C0232854
C0022658,C0392680
C0022658,C0020461
C0022658,C0008031
C0022658,C0015967
C0022658,C0232995
C0022658,C0151706
C0023267,C0233071
C0023267,C0019080
C0023267,C0156543
C0023267,C0232943
C0023267,C0026827
C0023267,C0232997
C0023267,C0392680
C0023267,C0015967
C0023267,C0018834
C0023267,C0860096
C0023267,C0702118
C0023267,C1405524
C0017601,C0085639
C0017601,C0000731
C0017601,C1273573
C0017601,C0030554
C0017601,C0020625
C0017601,C0085631
C0017601,C0041657
C0017601,C0085624
C0017601,C0221198
C0017601,C0577559
C0027627,C0205400
C0027627,C1269955
C0027627,C1513183
C0027627,C0007859
C0027627,C0034079
C0027627,C0030193
C0027627,C0000737
C0027627,C0149696
C0027627,C0577559
C0027627,C0741302
C0007102,C0221198
C0007102,C0242453
C0007102,C0009806
C0007102,C0858924
C0007102,C0011991
C0007102,C0000737
C0007102,C0152032
C0007102,C0857087
C0007102,C0278146
C0007102,C0428977
C0007102,C0042963
C0007102,C0694547
C0007102,C0027497
C0007102,C0235250
C0007102,C0085602
C0011880,C0032617
C0011880,C0042963
C0011880,C0027497
C0011880,C0000737
C0011880,C0443260
C0011880,C0235129
C0011880,C0232517
C0011880,C0027769
C0011880,C0232498
C0011880,C0232605
C0011880,C0344232
C0011880,C0152032
C0011880,C0011991
C0011880,C0036572
C0011880,C0236018
C0014549,C0013144
C0014549,C0542073
C0014549,C0027066
C0014549,C0040822
C0014549,C0751466
C0014549,C0522336
C0014549,C0234450
C0014549,C0019572
C0014549,C0554980
C0014549,C0231530
C0014549,C0241526
C0014549,C0018681
C0014549,C0002416
C0014549,C0424530
C0014549,C0037763
C0014549,C0043096
C0014549,C1269955
C0006826,C0232118
C0006826,C1291692
C0006826,C0577559
C0006826,C0221198
C0006826,C0018834
C0006826,C0028081
C0006826,C0205400
C0006826,C0085593
C0006826,C0029053
C0006826,C0000737
C0006826,C0541911
C0006826,C0149696
C0006826,C0476273
C0006826,C0020649
C1145670,C0018991
C1145670,C0037384
C1145670,C0241526
C1145670,C0239134
C1145670,C0013404
C1145670,C0231835
C1145670,C0020461
C1145670,C0086439
C1145670,C0232201
C1145670,C0427108
C1145670,C0006318
C1145670,C0239110
C1145670,C0392680
C1145670,C0221198
C1145670,C0332575
C0025202,C0577559
C0025202,C0221166
C0025202,C0015967
C0025202,C0232995
C0025202,C0030193
C0025202,C0033774
C0025202,C0024103
C0025202,C0042963
C0025202,C0011991
C0017160,C0000737
C0017160,C0476287
C0017160,C0027497
C0017160,C0043096
C0017160,C0234233
C0017160,C0240962
C0017160,C0015967
C0017160,C0231528
C0017160,C0020625
C0017160,C0232602
C0017160,C0577559
C0017160,C0043096
C0242379,C0221198
C0242379,C0010200
C0242379,C0034079
C0242379,C0392680
C0242379,C0019079
C0242379,C0742985
C0242379,C0232517
C0242379,C0234238
C0242379,C0034642
C0242379,C0028081
C0242379,C0029053
C0242379,C0004093
C0242379,C1513183
C0242379,C0085631
C0242379,C0022107
C0024713,C0455769
C0024713,C0438696
C0024713,C0917799
C0024713,C0424000
C0024713,C0948786
C0024713,C0233762
C0024713,C0233763
C0024713,C0233492
C0024713,C0424068
C0024713,C0150041
C0024713,C1299586
C0024713,C0231187
C0024713,C0558089
C0024713,C0438696
C0024713,C0424000
C0031212,C0028084
C0031212,C0150041
C0031212,C0558141
C0031212,C0233762
C0031212,C0022107
C0031212,C0917801
C0031212,C0085631
C0031212,C0424109
C0031212,C0344315
C0031212,C1384489
C0031212,C0027498
C0031212,C0277794
C0031212,C0748706
C0031212,C0233481
C0031212,C0014394
C0031212,C0237154
C0031212,C0027769
C0031212,C0003962
C0031212,C0033774
C0019204,C0577559
C0019204,C0038002
C0019204,C0221198
C0019204,C0030552
C0019204,C1269955
C0019204,C0848277
C0019204,C0019080
C0019204,C0205400
C0019204,C0085632
C0019204,C0006625
C0019204,C0020672
C0019204,C0000737
C0019204,C0019209
C0019204,C0744727
C0019204,C0085628
C0019204,C0043096
C0019204,C0392680
C0019204,C0010200
C0034067,C0474395
C0034067,C0241158
C0034067,C0231807
C0034067,C0520966
C0034067,C0231528
C0034067,C0020440
C0034067,C0392162
C0034067,C0557075
C0034067,C0848277
C0034067,C0859032
C0034067,C0028081
C0034067,C0006625
C0034067,C0436331
C0034067,C0013404
C0034067,C0034642
C0034067,C0016382
C0034067,C0221150
C0034067,C0003862
C0034067,C0008301
C0034067,C0232726
C0034067,C0009806
C0019112,C0019080
C0019112,C0232695
C0019112,C0278014
C0019112,C0027498
C0019112,C0020175
C0019112,C0011991
C0019112,C0012833
C0019112,C0020625
C0019112,C0009024
C0019112,C0030193
C0019112,C1321756
C0019112,C0085624
C0019112,C0744492
C0019112,C0239832
C0019112,C0043144
C0019112,C0010200
C0006266,C0392680
C0006266,C0241158
C0006266,C0277797
C0006266,C0262581
C0006266,C0030193
C0006266,C0239134
C0006266,C0242429
C0006266,C0013404
C0006266,C0232292
C0006266,C0700292
C0006266,C0231835
C0006266,C0234215
C0006266,C0015967
C0006266,C0042963
C0006266,C0035508
C0006266,C0018991
C0006266,C0231890
C0003537,C0009024
C0003537,C0231872
C0003537,C0427055
C0003537,C0221470
C0003537,C0231530
C0003537,C0522224
C0003537,C0024031
C0003537,C0277823
C0028756,C0848168
C0028756,C0205254
C0028756,C0002962
C0028756,C0010200
C0028756,C0847488
C0028756,C0553668
C0028756,C0020672
C0028756,C0013404
C0028756,C0744727
C0028756,C0043144
C0028756,C0700292
C0028756,C0235634
C0028756,C0424749
C0034186,C0015967
C0034186,C0030193
C0034186,C0085606
C0034186,C0018965
C0034186,C0042963
C0034186,C0085593
C0034186,C0011991
C0034186,C0027497
C0034186,C0000737
C0034186,C0231528
C0034186,C0015967
C0034186,C0085593
C0014118,C0008033
C0014118,C0205400
C0014118,C0231528
C0014118,C0277797
C0014118,C0028081
C0014118,C1517205
C0014118,C0392680
C0014118,C0085619
C0014118,C0549483
C0014118,C0020649
C0014118,C0010200
C0014118,C1513183
C0014118,C0238844
C0014118,C0043096
C0014118,C0043096
C0014118,C0232118
C0014118,C0086439
C0031039,C0232267
C0031039,C0013404
C0031039,C0392680
C0031039,C0578150
C0031039,C0018800
C0031039,C0020649
C0031039,C0241235
C0031039,C0427055
C0031039,C0030193
C0031039,C0028961
C0031039,C0312422
C0031039,C0728899
C0001973,C0040822
C0001973,C0233762
C0001973,C0438696
C0001973,C0424337
C0001973,C0022107
C0001973,C0150041
C0001973,C0424000
C0001973,C0233647
C0001973,C0036572
C0001973,C0237154
C0001973,C0917801
C0001973,C0041657
C0001973,C0030318
C0001973,C0238844
C0001973,C0392680
C0032326,C0013404
C0032326,C0425560
C0032326,C0019079
C0032326,C0010200
C0032326,C0020440
C0032326,C0037580
C0032326,C0242453
C0032326,C0085631
C0011206,C1273573
C0011206,C0424092
C0011206,C0020625
C0011206,C0558089
C0011206,C0424000
C0011206,C0241526
C0011206,C0233481
C0011206,C0013144
C0011206,C0233762
C0011206,C0438696
C0011206,C0015967
C0011206,C0011991
C0027947,C1096646
C0027947,C0038002
C0027947,C0028081
C0027947,C0277797
C0027947,C0221198
C0027947,C1260880
C0027947,C0085593
C0027947,C0010200
C0027947,C0746619
C0027947,C0020598
C0027947,C0028961
C0027947,C0427629
C0027947,C0476273
C0020433,C0010520
C0020433,C0231835
C0020433,C0233070
C0020433,C0428977
C0020433,C0006157
C0020433,C0332601
C0020433,C0010200
C0020433,C0231528
C0021400,C0242143
C0021400,C0015967
C0021400,C0008033
C0021400,C1260880
C0021400,C0242429
C0021400,C0231218
C0021400,C0742985
C0021400,C0436331
C0021400,C0085593
C0021400,C0240962
C0021400,C0277873
C0021400,C0013428
C0021400,C0542073
C0021400,C0018681
C0021400,C0037383
C0021400,C0037384
C0021400,C0457097
C0021400,C0392680
C0021400,C0476273
C0021400,C0312422
C0021400,C0277794
C0439857,C0728899
C0439857,C0040822
C0439857,C0085631
C0439857,C0438696
C0439857,C0237154
C0439857,C0242453
C0439857,C0023380
C0439857,C0036572
C0439857,C0231530
C0439857,C0848340
C0439857,C0150041
C0439857,C0581911
C0439857,C0034642
C0087086,C0086439
C0087086,C0003123
C0087086,C0235396
C0087086,C0392680
C0087086,C0239981
C0087086,C0033774
C0087086,C0234233
C0087086,C0578150
C0087086,C0427055
C0087086,C0042963
C0087086,C0241252
C0008325,C0859032
C0008325,C0027497
C0008325,C0000737
C0008325,C0277977
C0008325,C0016204
C0008325,C0232488
C0008325,C0030193
C0008325,C0003962
C0008325,C0011991
C0008325,C0151878
C0008325,C0425560
C0008325,C0541992
C0008325,C0232201
C0008325,C0425449
C0008325,C0009806
C0008325,C0474505
C0008325,C0702118
C0019291,C0000737
C0019291,C0231230
C0019291,C0240805
C0019291,C0042963
C0019291,C0027497
C0019291,C0231528
C0019291,C0020625
C0019291,C0234233
C0019291,C0858924
C0019291,C0231807
C0019291,C0232766
C0019291,C0744492
C0019291,C0239832
C0019291,C0018681
C0019291,C0085636
C0149931,C0002416
C0149931,C0042963
C0149931,C0012833
C0149931,C0028643
C0149931,C0027497
C0149931,C0015967
C0149931,C0038002
C0030312,C0020639
C0030312,C0015672
C0030312,C0019080
C0030312,C0231230
C0030312,C0332601
C0030312,C0241252
C0030312,C0232488
C0008350,C0042963
C0008350,C0027497
C0008350,C0000737
C0008350,C0030193
C0008350,C0332601
C0008350,C0003962
C0008350,C0205400
C0008350,C0234233
C0008350,C0011991
C0008350,C0277797
C0008350,C0030252
C0039239,C0238705
C0039239,C0038990
C0039239,C0556346
C0039239,C0438716
C0039239,C0241158
C0039239,C0425560
C0039239,C0149746
C0039239,C0392680
C0039239,C0520888
C0039239,C0042963
C0039239,C0000737
C1258215,C0549483
C1258215,C0000727
C1258215,C0740844
C1258215,C0425491
C1258215,C0232498
C1258215,C0027497
C1258215,C0234233
C1258215,C0016204
C1258215,C0011991
C1258215,C0577559
C1258215,C0277797
C1258215,C0009806
C1258215,C0205400
C1258215,C0232995
C1258215,C0000737
C0001511,C0016204
C0001511,C0030193
C0001511,C0456091
C0001511,C0233070
C0001511,C0042963
C0001511,C0034079
C0001511,C0006157
C0001511,C0392680
C0001511,C0043096
C0001511,C0231441
C0001511,C1273573
C0001511,C0233763
C0001511,C0424000
C0011253,C0240233
C0011253,C0392701
C0011253,C0150041
C0011253,C0085631
C0011253,C0233762
C0011253,C0022107
C0011253,C0917801
C0011253,C0233647
C0011253,C0455204
C0011253,C0578859
C0011253,C0233481
C0011253,C0231187
C0011253,C0558089
C0011253,C0007398
C0011253,C0438696
C0011253,C0558261
C0011253,C0312422
C0011253,C0424109
C0011253,C0338656
C0011253,C0022107
C0011253,C0085631
C0233472,C0277794
C0233472,C0917801
C0233472,C0014394
C0233472,C0376405
C0233472,C0150041
C0233472,C0233763
C0233472,C0425251
C0233472,C0242453
C0011127,C0232257
C0011127,C0871754
C0011127,C0015967
